2023-12-23 13:30:49.112183 [NOTICE] [Context.cc:310] Downloading 326 item(s)
2023-12-23 13:37:26.059291 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/notracking_whitelist
2023-12-23 13:37:26.063561 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/trackerslist_best_ips
2023-12-23 13:37:26.070946 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/c2_intel_vpns
2023-12-23 13:37:26.074786 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/additional_hosts_github
2023-12-23 13:37:26.076089 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/1hosts_staged_exclusions
2023-12-23 13:37:26.079114 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/1hosts_official_exclusions
2023-12-23 13:37:26.086122 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/additional_hosts_duckduckgo
2023-12-23 13:37:26.096690 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/xiu2_best_trackers
2023-12-23 13:37:26.098821 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/nextdns_tor_bypass
2023-12-23 13:37:26.100644 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/nextdns_linux_bypass
2023-12-23 13:37:26.101211 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/nextdns_vpn_bypass
2023-12-23 13:37:26.106938 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/hipo_universities
2023-12-23 13:37:26.108166 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/xiu2_blacklist
2023-12-23 13:37:26.110017 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/phishing_db_falsepositives
2023-12-23 13:37:26.112282 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/phishing_db_inactive_domains
2023-12-23 13:37:26.114002 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/shadowwhisperer_whitelist
2023-12-23 13:37:26.124118 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/shadowwhisperer_cryptocurrency
2023-12-23 13:37:26.126814 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/zapret_nxdomain
2023-12-23 13:37:26.130839 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/cryptoscamdb_whitelist
2023-12-23 13:37:26.138727 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/tenzin_gyatso_creations_dead
2023-12-23 13:37:26.174505 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/quindecim_allowlist
2023-12-23 13:37:26.234930 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/coinblockerlists_whitelist
2023-12-23 13:37:26.297384 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/notracking_dead
2023-12-23 13:37:26.341972 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/cymru_ipv4_bogons
2023-12-23 13:37:26.365817 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/torbulkexitlist
2023-12-23 13:37:26.441897 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/newtrackon
2023-12-23 13:37:26.466246 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/cymru_ipv6_bogons
2023-12-23 13:37:26.637125 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/metalhead
2023-12-23 13:37:26.726911 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/dan_me_uk
2023-12-23 13:37:26.917148 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/securedrop
2023-12-23 13:37:27.170235 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/cidr_report
2023-12-23 13:37:27.228805 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/public_dns
